Ville,Latitude,Longitude,Date,Hour,Day_Time,Temp_Max,Temp_Min,Humidity,Weather,Rain_Probability,Weather_Score,Temp_Avg,Run_Date,Train,Hotel_1_Name,Hotel_1_Link,Hotel_1_Note,Hotel_2_Name,Hotel_2_Link,Hotel_2_Note,Hotel_3_Name,Hotel_3_Link,Hotel_3_Note,Hotel_4_Name,Hotel_4_Link,Hotel_4_Note,Hotel_5_Name,Hotel_5_Link,Hotel_5_Note
Lyon,45.7578137,4.8320114,2026-02-13,15,Afternoon,10.44,10.44,57,overcast clouds,0.0,200,10.44,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Lyon&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,Hôtel de l'Abbaye Lyon - Boutique Hôtel,https://www.booking.com/hotel/fr/de-l-39-abbaye-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 9.2,InterContinental Lyon - Hotel Dieu by IHG,https://www.booking.com/hotel/fr/intercontinental-hotels-lyon-dieu.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.0,Bayard Bellecour,https://www.booking.com/hotel/fr/bayard-bellecour.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.8,Pullman Lyon,https://www.booking.com/hotel/fr/pullman-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.1,Mercure Lyon Centre Beaux-Arts,https://www.booking.com/hotel/fr/lyon-beaux-arts.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.5
Lyon,45.7578137,4.8320114,2026-02-13,18,Evening,8.81,8.81,69,overcast clouds,0.0,200,8.81,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Lyon&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,Hôtel de l'Abbaye Lyon - Boutique Hôtel,https://www.booking.com/hotel/fr/de-l-39-abbaye-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 9.2,InterContinental Lyon - Hotel Dieu by IHG,https://www.booking.com/hotel/fr/intercontinental-hotels-lyon-dieu.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.0,Bayard Bellecour,https://www.booking.com/hotel/fr/bayard-bellecour.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.8,Pullman Lyon,https://www.booking.com/hotel/fr/pullman-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.1,Mercure Lyon Centre Beaux-Arts,https://www.booking.com/hotel/fr/lyon-beaux-arts.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.5
Lyon,45.7578137,4.8320114,2026-02-13,21,Evening,8.07,8.07,76,light rain,0.26,-10,8.07,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Lyon&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,Hôtel de l'Abbaye Lyon - Boutique Hôtel,https://www.booking.com/hotel/fr/de-l-39-abbaye-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 9.2,InterContinental Lyon - Hotel Dieu by IHG,https://www.booking.com/hotel/fr/intercontinental-hotels-lyon-dieu.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.0,Bayard Bellecour,https://www.booking.com/hotel/fr/bayard-bellecour.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.8,Pullman Lyon,https://www.booking.com/hotel/fr/pullman-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.1,Mercure Lyon Centre Beaux-Arts,https://www.booking.com/hotel/fr/lyon-beaux-arts.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.5
Lyon,45.7578137,4.8320114,2026-02-14,0,Night,7.41,7.41,81,overcast clouds,0.0,200,7.41,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Lyon&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,Hôtel de l'Abbaye Lyon - Boutique Hôtel,https://www.booking.com/hotel/fr/de-l-39-abbaye-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 9.2,InterContinental Lyon - Hotel Dieu by IHG,https://www.booking.com/hotel/fr/intercontinental-hotels-lyon-dieu.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.0,Bayard Bellecour,https://www.booking.com/hotel/fr/bayard-bellecour.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.8,Pullman Lyon,https://www.booking.com/hotel/fr/pullman-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.1,Mercure Lyon Centre Beaux-Arts,https://www.booking.com/hotel/fr/lyon-beaux-arts.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.5
Lyon,45.7578137,4.8320114,2026-02-14,3,Night,6.97,6.97,82,overcast clouds,0.0,200,6.97,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Lyon&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,Hôtel de l'Abbaye Lyon - Boutique Hôtel,https://www.booking.com/hotel/fr/de-l-39-abbaye-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 9.2,InterContinental Lyon - Hotel Dieu by IHG,https://www.booking.com/hotel/fr/intercontinental-hotels-lyon-dieu.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.0,Bayard Bellecour,https://www.booking.com/hotel/fr/bayard-bellecour.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.8,Pullman Lyon,https://www.booking.com/hotel/fr/pullman-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.1,Mercure Lyon Centre Beaux-Arts,https://www.booking.com/hotel/fr/lyon-beaux-arts.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.5
Lyon,45.7578137,4.8320114,2026-02-14,6,Morning,6.77,6.77,81,light rain,0.2,-10,6.77,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Lyon&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,Hôtel de l'Abbaye Lyon - Boutique Hôtel,https://www.booking.com/hotel/fr/de-l-39-abbaye-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 9.2,InterContinental Lyon - Hotel Dieu by IHG,https://www.booking.com/hotel/fr/intercontinental-hotels-lyon-dieu.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.0,Bayard Bellecour,https://www.booking.com/hotel/fr/bayard-bellecour.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.8,Pullman Lyon,https://www.booking.com/hotel/fr/pullman-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.1,Mercure Lyon Centre Beaux-Arts,https://www.booking.com/hotel/fr/lyon-beaux-arts.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.5
Lyon,45.7578137,4.8320114,2026-02-14,9,Morning,7.35,7.35,79,overcast clouds,0.0,200,7.35,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Lyon&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,Hôtel de l'Abbaye Lyon - Boutique Hôtel,https://www.booking.com/hotel/fr/de-l-39-abbaye-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 9.2,InterContinental Lyon - Hotel Dieu by IHG,https://www.booking.com/hotel/fr/intercontinental-hotels-lyon-dieu.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.0,Bayard Bellecour,https://www.booking.com/hotel/fr/bayard-bellecour.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.8,Pullman Lyon,https://www.booking.com/hotel/fr/pullman-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.1,Mercure Lyon Centre Beaux-Arts,https://www.booking.com/hotel/fr/lyon-beaux-arts.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.5
Lyon,45.7578137,4.8320114,2026-02-14,12,Afternoon,5.88,5.88,93,light rain,0.2,-10,5.88,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Lyon&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,Hôtel de l'Abbaye Lyon - Boutique Hôtel,https://www.booking.com/hotel/fr/de-l-39-abbaye-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 9.2,InterContinental Lyon - Hotel Dieu by IHG,https://www.booking.com/hotel/fr/intercontinental-hotels-lyon-dieu.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.0,Bayard Bellecour,https://www.booking.com/hotel/fr/bayard-bellecour.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.8,Pullman Lyon,https://www.booking.com/hotel/fr/pullman-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.1,Mercure Lyon Centre Beaux-Arts,https://www.booking.com/hotel/fr/lyon-beaux-arts.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.5
Lyon,45.7578137,4.8320114,2026-02-14,15,Afternoon,3.95,3.95,94,light rain,0.83,-10,3.95,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Lyon&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,Hôtel de l'Abbaye Lyon - Boutique Hôtel,https://www.booking.com/hotel/fr/de-l-39-abbaye-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 9.2,InterContinental Lyon - Hotel Dieu by IHG,https://www.booking.com/hotel/fr/intercontinental-hotels-lyon-dieu.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.0,Bayard Bellecour,https://www.booking.com/hotel/fr/bayard-bellecour.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.8,Pullman Lyon,https://www.booking.com/hotel/fr/pullman-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.1,Mercure Lyon Centre Beaux-Arts,https://www.booking.com/hotel/fr/lyon-beaux-arts.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.5
Lyon,45.7578137,4.8320114,2026-02-14,18,Evening,3.17,3.17,85,light snow,0.33,-20,3.17,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Lyon&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,Hôtel de l'Abbaye Lyon - Boutique Hôtel,https://www.booking.com/hotel/fr/de-l-39-abbaye-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 9.2,InterContinental Lyon - Hotel Dieu by IHG,https://www.booking.com/hotel/fr/intercontinental-hotels-lyon-dieu.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.0,Bayard Bellecour,https://www.booking.com/hotel/fr/bayard-bellecour.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.8,Pullman Lyon,https://www.booking.com/hotel/fr/pullman-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.1,Mercure Lyon Centre Beaux-Arts,https://www.booking.com/hotel/fr/lyon-beaux-arts.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.5
